product_url,club_name,product_name,sizes_available,colors_available,age_group,category_tier_1,category_tier_2,category_tier_3,gender,price,category_breadcrumb,Unnamed: 13,original_price,discount_percentage,description,technical_details,material,brand,in_stock,image_urls,scrape_timestamp,price_category,Unnamed: 23
https://locademia.racingclub.com.ar/tienda/accesorios/art-escolares/cartuchera-gajos-racing,Racing Club,Cartuchera Ecocuero Gajos Racing,unico,negro,juventud,accessories,escolar,cartuchera,mujer,16520.0,,,,,,,,Under Armour,TRUE,,2026-03-06 23:30:27,Mid ($10k-$50k),
https://locademia.racingclub.com.ar/tienda/accesorios/art-escolares/cartuchera-racing,Racing Club,Cartuchera Racing,unico,blanco/azul,juventud,accessories,escolar,cartuchera,mujer,21000.0,,,,,,,,Under Armour,TRUE,,2026-03-06 23:30:17,Mid ($10k-$50k),
https://locademia.racingclub.com.ar/tienda/accesorios/art-escolares/cartuchera-racing-camepon-copa-sudamericana,Racing Club,Cartuchera Racing Camepon Copa Sudamericana,unico,blanco,juventud,accessories,escolar,cartuchera,mujer,5180.0,,,,,,,,Under Armour,TRUE,,2026-03-06 23:30:30,Budget (< $10k),
https://locademia.racingclub.com.ar/tienda/accesorios/art-escolares/cartucheraorganizador-racing,Racing Club,Cartuchera/Organizador Racing,unico,azul marino,juventud,accessories,escolar,cartuchera,mujer,5040.0,,,,,,,,Under Armour,TRUE,,2026-03-06 23:30:13,Budget (< $10k),
https://locademia.racingclub.com.ar/tienda/accesorios/banderasbanderines/bandera-grande-escudo,Racing Club,Bandera Grande Escudo,unico,blanco/azul,familia,accessories,bandera,,,22500.0,,,,,,,,Under Armour,TRUE,,2026-03-06 23:29:59,Mid ($10k-$50k),
https://locademia.racingclub.com.ar/tienda/accesorios/banderasbanderines/bandera-rc,Racing Club,Bandera Chica Rc,unico,blanco/azul,familia,accessories,bandera,,mujer,15000.0,,,,,,,,Under Armour,TRUE,,2026-03-06 23:29:55,Mid ($10k-$50k),
https://locademia.racingclub.com.ar/tienda/accesorios/computacion/alfombra-gamer-escudo,Racing Club,Alfombra Gamer Escudo,unico,azul,familia,accessories,alfombra,alfombra,unisex,54000.0,,,,,,,,Under Armour,TRUE,,2026-03-06 23:29:52,Premium ($50k-$100k),
https://locademia.racingclub.com.ar/tienda/accesorios/computacion/cable-usb-roller-cilindro,Racing Club,Cable Usb Roller Cilindro,unico,blanco,familia,accessories,oficina,usb cable,,15000.0,,,,,,,,Under Armour,TRUE,,2026-03-06 23:29:35,Mid ($10k-$50k),
https://locademia.racingclub.com.ar/tienda/accesorios/computacion/funda-para-notebook-azul,Racing Club,Funda Para Notebook Azul,unico,azul marino,familia,accessories,oficina,funda para portátil,,16950.0,,,,,,,,Under Armour,TRUE,,2026-03-06 23:29:42,Mid ($10k-$50k),
https://locademia.racingclub.com.ar/tienda/accesorios/computacion/mouse-pad-con-gel,Racing Club,Mouse Pad Con Gel,unico,azul marino,familia,accessories,oficina,mousepad,,25000.0,,,,,,,,Under Armour,TRUE,,2026-03-06 23:29:45,Mid ($10k-$50k),
https://locademia.racingclub.com.ar/tienda/accesorios/computacion/mousepad-xl-festejo,Racing Club,Mousepad Xl Festejo,unico,azul,familia,accessories,oficina,mousepad,,66000.0,,,,,,,,Under Armour,TRUE,,2026-03-06 23:29:38,Premium ($50k-$100k),
https://locademia.racingclub.com.ar/tienda/accesorios/computacion/porta-notebook-ecocuero,Racing Club,Porta Notebook Ecocuero,unico,negro,familia,accessories,oficina,funda para portátil,,41400.0,,,,,,,,Under Armour,TRUE,,2026-03-06 23:29:49,Mid ($10k-$50k),
https://locademia.racingclub.com.ar/tienda/accesorios/equipaje/bolso-de-viaje-escudo-la-acade,Racing Club,"Bolso De Viaje Escudo ""La Acade""",unico,azul marino,adulto,accessories,mochilas & bolsos,bolso,,130000.0,,,,,,,,Under Armour,TRUE,,2026-03-06 23:29:24,Luxury (> $100k),
https://locademia.racingclub.com.ar/tienda/accesorios/equipaje/mochila-de-viaje-la-academia,Racing Club,"Mochila De Viaje ""La Academia""",unico,azul marino,adulto,accessories,mochilas & bolsos,mochila,,94000.0,,,,,,,,Under Armour,TRUE,,2026-03-06 23:29:28,Premium ($50k-$100k),
https://locademia.racingclub.com.ar/tienda/accesorios/equipaje/valija-de-cabina-el-primer-grande,Racing Club,Valija De Cabina El Primer Grande,unico,blanco,adulto,accessories,viaje,maleta,,205700.0,,,,,,,,Under Armour,TRUE,,2026-03-06 23:29:31,Luxury (> $100k),
https://locademia.racingclub.com.ar/tienda/accesorios/equipaje/valija-de-cabina-el-primer-grande-prim02,Racing Club,Valija De Cabina El Primer Grande,unico,blanco,adulto,accessories,mochilas & bolsos,maleta,,205700.0,,,,,,,,Under Armour,TRUE,,2026-03-06 23:29:12,Luxury (> $100k),
https://locademia.racingclub.com.ar/tienda/accesorios/equipaje/valija-de-cabina-el-primer-grande-prim03,Racing Club,Valija De Cabina El Primer Grande,unico,rosa,adulto,accessories,mochilas & bolsos,maleta,,205700.0,,,,,,,,Under Armour,TRUE,,2026-03-06 23:29:17,Luxury (> $100k),
https://locademia.racingclub.com.ar/tienda/accesorios/joyasrelojes/reloj-pulsera-luna25,Racing Club,Reloj Pulsera,unico,azul claro,juventud,accessories,reloj,pulsera,,6750.0,,,,,,,,Under Armour,TRUE,,2026-03-06 23:30:04,Budget (< $10k),
https://locademia.racingclub.com.ar/tienda/accesorios/llaveros/llavero-camiseta-campeon-recopa,Racing Club,Llavero Camiseta Campeon Recopa,unico,blanco,familia,accessories,llavero,llavero,hombre,7000.0,,,,,,,,Under Armour,TRUE,,2026-03-06 23:36:42,Budget (< $10k),
https://locademia.racingclub.com.ar/tienda/accesorios/llaveros/llavero-cinta-el-primer-grande-rc,Racing Club,Llavero Cinta El Primer Grande Rc,unico,negro,familia,accessories,llavero,,,13000.0,,,,,,,,Under Armour,TRUE,,2026-03-06 23:35:35,Mid ($10k-$50k),
https://locademia.racingclub.com.ar/tienda/accesorios/llaveros/llavero-circular-campeon-recopa,Racing Club,Llavero Circular Campeon Recopa,unico,blanco,familia,accessories,llavero,,,4600.0,,,,,,,,Under Armour,TRUE,,2026-03-06 23:36:38,Budget (< $10k),
https://locademia.racingclub.com.ar/tienda/accesorios/llaveros/llavero-cuero-con-escudo,Racing Club,Llavero Cuero Con Escudo,unico,negro/azul oscuro,familia,accessories,llavero,,,8800.0,,,,,,,,Under Armour,TRUE,,2026-03-06 23:35:42,Budget (< $10k),
https://locademia.racingclub.com.ar/tienda/accesorios/llaveros/llavero-cuero-con-logo-121-anos,Racing Club,Llavero Cuero Con Logo 121 Años,unico,negro/blanco,familia,accessories,llavero,,,8000.0,,,,,,,,Under Armour,TRUE,,2026-03-06 23:36:46,Budget (< $10k),
https://locademia.racingclub.com.ar/tienda/accesorios/llaveros/llavero-cuero-con-logo-monograma-rc,Racing Club,Llavero Cuero Con Logo Monograma Rc,unico,negro/azul claro,familia,accessories,llavero,,,8000.0,,,,,,,,Under Armour,TRUE,,2026-03-06 23:36:55,Budget (< $10k),
https://locademia.racingclub.com.ar/tienda/accesorios/llaveros/llavero-cuero-con-logo-rectangular-rc,Racing Club,Llavero  Cuero Con Logo Rectangular Rc,unico,negro/azul oscuro,familia,accessories,llavero,,,8000.0,,,,,,,,Under Armour,TRUE,,2026-03-06 23:36:51,Budget (< $10k),
https://locademia.racingclub.com.ar/tienda/accesorios/llaveros/llavero-cuero-rc,Racing Club,Llavero Cuero Rc,unico,negro/azul claro,familia,accessories,llavero,,,8800.0,,,,,,,,Under Armour,TRUE,,2026-03-06 23:35:47,Budget (< $10k),
https://locademia.racingclub.com.ar/tienda/accesorios/llaveros/llavero-destapador-el-primer-grande,Racing Club,"Llavero Destapador ""El Primer Grande""",unico,negro/azul oscuro,familia,accessories,llavero,,,14500.0,,,,,,,,Under Armour,TRUE,,2026-03-06 23:35:39,Mid ($10k-$50k),
https://locademia.racingclub.com.ar/tienda/accesorios/llaveros/llavero-destapador-giratorio,Racing Club,Llavero Destapador Giratorio,unico,blanco,familia,accessories,llavero,,,14300.0,,,,,,,,Under Armour,TRUE,,2026-03-06 23:36:23,Mid ($10k-$50k),
https://locademia.racingclub.com.ar/tienda/accesorios/llaveros/llavero-destapador-rc-940804,Racing Club,Llavero Destapador Rc,unico,azul oscuro,familia,accessories,llavero,,,15800.0,,,,,,,,Under Armour,TRUE,,2026-03-06 23:35:32,Mid ($10k-$50k),
https://locademia.racingclub.com.ar/tienda/accesorios/llaveros/llavero-destapador-rc-azul,Racing Club,Llavero Destapador Rc Azul,unico,azul oscuro,familia,accessories,llavero,,,6200.0,,,,,,,,Under Armour,TRUE,,2026-03-06 23:36:01,Budget (< $10k),
https://locademia.racingclub.com.ar/tienda/accesorios/llaveros/llavero-el-primer-grande,Racing Club,Llavero El Primer Grande,unico,plata,familia,accessories,llavero,,,10350.0,,,,,,,,Under Armour,TRUE,,2026-03-06 23:35:28,Mid ($10k-$50k),
https://locademia.racingclub.com.ar/tienda/accesorios/llaveros/llavero-escudo-fondo-celeste-y-blanco,Racing Club,Llavero Escudo Fondo Celeste Y Blanco,unico,blanco/azul,familia,accessories,llavero,,,12500.0,,,,,,,,Under Armour,TRUE,,2026-03-06 23:36:19,Mid ($10k-$50k),
https://locademia.racingclub.com.ar/tienda/accesorios/llaveros/llavero-escudo-zun28,Racing Club,Llavero Escudo,unico,plata,familia,accessories,llavero,,,10350.0,,,,,,,,Under Armour,TRUE,,2026-03-06 23:35:25,Mid ($10k-$50k),
https://locademia.racingclub.com.ar/tienda/accesorios/llaveros/llavero-estadio,Racing Club,Llavero Estadio,unico,plata,familia,accessories,llavero,,,10350.0,,,,,,,,Under Armour,TRUE,,2026-03-06 23:35:18,Mid ($10k-$50k),
https://locademia.racingclub.com.ar/tienda/accesorios/llaveros/llavero-jugador,Racing Club,Llavero Jugador,unico,blanco/azul,familia,accessories,llavero,,,13400.0,,,,,,,,Under Armour,TRUE,,2026-03-06 23:36:28,Mid ($10k-$50k),
https://locademia.racingclub.com.ar/tienda/accesorios/llaveros/llavero-rc-zun29,Racing Club,Llavero Rc,unico,plata,familia,accessories,llavero,,,10350.0,,,,,,,,Under Armour,TRUE,,2026-03-06 23:35:21,Mid ($10k-$50k),
https://locademia.racingclub.com.ar/tienda/accesorios/llaveros/llavero-rectangular-121-anos,Racing Club,Llavero Rectangular 121 Años,unico,blanco,familia,accessories,llavero,,,4000.0,,,,,,,,Under Armour,TRUE,,2026-03-06 23:37:03,Budget (< $10k),
https://locademia.racingclub.com.ar/tienda/accesorios/llaveros/llavero-rectangular-1903-rc,Racing Club,Llavero Rectangular 1903 Rc,unico,blanco/azul,familia,accessories,llavero,,,4600.0,,,,,,,,Under Armour,TRUE,,2026-03-06 23:36:09,Budget (< $10k),
https://locademia.racingclub.com.ar/tienda/accesorios/llaveros/llavero-rectangular-campeon-recopa,Racing Club,Llavero Rectangular Campeon Recopa,unico,blanco,familia,accessories,llavero,,,4600.0,,,,,,,,Under Armour,TRUE,,2026-03-06 23:36:32,Budget (< $10k),
https://locademia.racingclub.com.ar/tienda/accesorios/llaveros/llavero-rectangular-escudo,Racing Club,Llavero Rectangular Escudo,unico,blanco,familia,accessories,llavero,,,15400.0,,,,,,,,Under Armour,TRUE,,2026-03-06 23:36:13,Mid ($10k-$50k),
https://locademia.racingclub.com.ar/tienda/accesorios/llaveros/llavero-rectangular-escudo-el-primer-grande,Racing Club,"Llavero Rectangular Escudo ""El Primer Grande""",unico,blanco,familia,accessories,llavero,,,4600.0,,,,,,,,Under Armour,TRUE,,2026-03-06 23:36:05,Budget (< $10k),
https://locademia.racingclub.com.ar/tienda/accesorios/llaveros/llavero-rectangular-monograma-rc,Racing Club,Llavero Rectangular Monograma Rc,unico,blanco,familia,accessories,llavero,,,4000.0,,,,,,,,Under Armour,TRUE,,2026-03-06 23:37:00,Budget (< $10k),
https://locademia.racingclub.com.ar/tienda/accesorios/llaveros/llavero-redondo-el-primer-grande,Racing Club,Llavero Redondo El Primer Grande,unico,negro,familia,accessories,llavero,,,4600.0,,,,,,,,Under Armour,TRUE,,2026-03-06 23:35:57,Budget (< $10k),
https://locademia.racingclub.com.ar/tienda/accesorios/llaveros/llavero-redondo-escudo,Racing Club,Llavero Redondo Escudo,unico,azul claro,familia,accessories,llavero,,,4600.0,,,,,,,,Under Armour,TRUE,,2026-03-06 23:35:52,Budget (< $10k),
https://locademia.racingclub.com.ar/tienda/accesorios/mochilasbotinerosbolsos/bolso-cilindro,Racing Club,Bolso Cilindro,unico,azul marino,adulto,accessories,mochilas & bolsos,bolso,,83000.0,,,,,,,,Under Armour,TRUE,,2026-03-06 23:27:35,Premium ($50k-$100k),
https://locademia.racingclub.com.ar/tienda/accesorios/mochilasbotinerosbolsos/bolso-escudo-racing-club-racing-club,Racing Club,Bolso Escudo Racing Club,unico,negro,adulto,accessories,mochilas & bolsos,bolso,,91000.0,,,,,,,,Under Armour,TRUE,,2026-03-06 23:27:40,Premium ($50k-$100k),
https://locademia.racingclub.com.ar/tienda/accesorios/mochilasbotinerosbolsos/botinero-estampado-racing-club-estrella,Racing Club,"Botinero Estampado ""Racing Club"" Estrella",unico,blanco/azul,familia,entrenamiento,mochilas & bolsos,botinero,,15800.0,,,,,,,,Under Armour,TRUE,,2026-03-06 23:27:43,Mid ($10k-$50k),
https://locademia.racingclub.com.ar/tienda/accesorios/mochilasbotinerosbolsos/botinero-gajos-racing-club,Racing Club,"Botinero Gajos ""Racing Club""",unico,negro,familia,entrenamiento,mochilas & bolsos,botinero,,49500.0,,,,,,,,Under Armour,TRUE,,2026-03-06 23:27:47,Mid ($10k-$50k),
https://locademia.racingclub.com.ar/tienda/accesorios/mochilasbotinerosbolsos/brazalete-deportivo,Racing Club,Brazalete Deportivo,unico,azul,familia,entrenamiento,brazalete,,,5550.0,,,,,,,,Under Armour,TRUE,,2026-03-06 23:27:50,Budget (< $10k),
https://locademia.racingclub.com.ar/tienda/accesorios/mochilasbotinerosbolsos/mochila-escolar,Racing Club,Mochila Escolar,unico,negro,juventud,accessories,mochilas & bolsos,mochila,,37520.0,,,,,,,,Under Armour,TRUE,,2026-03-06 23:27:54,Mid ($10k-$50k),
https://locademia.racingclub.com.ar/tienda/accesorios/mochilasbotinerosbolsos/mochila-escolar-el-primer-grande-premium,Racing Club,Mochila Escolar ¨El Primer Grande¨ Premium,unico,azul marino,juventud,accessories,mochilas & bolsos,mochila,,55300.0,,,,,,,,Under Armour,TRUE,,2026-03-06 23:27:58,Premium ($50k-$100k),
https://locademia.racingclub.com.ar/tienda/accesorios/mochilasbotinerosbolsos/mochila-escolar-rc-premium-premium,Racing Club,Mochila Escolar Rc Premium,unico,negro,juventud,accessories,mochilas & bolsos,mochila,,49000.0,,,,,,,,Under Armour,TRUE,,2026-03-06 23:28:03,Mid ($10k-$50k),
https://locademia.racingclub.com.ar/tienda/accesorios/mochilasbotinerosbolsos/mochila-escudo,Racing Club,Mochila Escudo,unico,azul marino,adulto,accessories,mochilas & bolsos,mochila,,33180.0,,,,,,,,Under Armour,TRUE,,2026-03-06 23:28:07,Mid ($10k-$50k),
https://locademia.racingclub.com.ar/tienda/accesorios/mochilasbotinerosbolsos/mochila-escudo-con-manija,Racing Club,Mochila Escudo Con Manija,unico,azul marino,adulto,accessories,mochilas & bolsos,mochila,,21560.0,,,,,,,,Under Armour,TRUE,,2026-03-06 23:28:10,Mid ($10k-$50k),
https://locademia.racingclub.com.ar/tienda/accesorios/mochilasbotinerosbolsos/mochila-escudo-premium,Racing Club,Mochila Escudo Premium,unico,azul marino,adulto,accessories,mochilas & bolsos,mochila,,56000.0,,,,,,,,Under Armour,TRUE,,2026-03-06 23:28:14,Premium ($50k-$100k),
https://locademia.racingclub.com.ar/tienda/accesorios/mochilasbotinerosbolsos/mochila-fly-el-primer-grande,Racing Club,"Mochila Fly ""El Primer Grande""",unico,azul marino,adulto,accessories,mochilas & bolsos,mochila,,150000.0,,,,,,,,Under Armour,TRUE,,2026-03-06 23:28:20,Luxury (> $100k),
https://locademia.racingclub.com.ar/tienda/accesorios/mochilasbotinerosbolsos/mochila-matera-rc,Racing Club,Mochila Matera Rc,unico,azul,adulto,accessories,mochilas & bolsos,mochila,unisex,153000.0,,,,,,,,Under Armour,TRUE,,2026-03-06 23:28:28,Luxury (> $100k),
https://locademia.racingclub.com.ar/tienda/accesorios/mochilasbotinerosbolsos/mochila-morral,Racing Club,Mochila Morral,unico,negro,adulto,accessories,mochilas & bolsos,mochila,,51800.0,,,,,,,,Under Armour,TRUE,,2026-03-06 23:28:31,Premium ($50k-$100k),
https://locademia.racingclub.com.ar/tienda/accesorios/mochilasbotinerosbolsos/mochila-porta-notebook,Racing Club,Mochila Porta Notebook,unico,negro,adulto,accessories,mochilas & bolsos,mochila,,42700.0,,,,,,,,Under Armour,TRUE,,2026-03-06 23:28:36,Mid ($10k-$50k),
https://locademia.racingclub.com.ar/tienda/accesorios/mochilasbotinerosbolsos/mochila-porta-notebook-inflada,Racing Club,Mochila Porta Notebook Inflada,unico,negro,adulto,accessories,mochilas & bolsos,mochila,,49210.0,,,,,,,,Under Armour,TRUE,,2026-03-06 23:28:40,Mid ($10k-$50k),
https://locademia.racingclub.com.ar/tienda/accesorios/mochilasbotinerosbolsos/mochila-racing-pasion,Racing Club,Mochila Racing Pasion,unico,azul marino,adulto,accessories,mochilas & bolsos,mochila,,40180.0,,,,,,,,Under Armour,TRUE,,2026-03-06 23:28:43,Mid ($10k-$50k),
https://locademia.racingclub.com.ar/tienda/accesorios/mochilasbotinerosbolsos/mochila-rc-premium,Racing Club,Mochila Rc Premium,unico,azul marino,adulto,accessories,mochilas & bolsos,mochila,,56000.0,,,,,,,,Under Armour,TRUE,,2026-03-06 23:28:47,Premium ($50k-$100k),
https://locademia.racingclub.com.ar/tienda/accesorios/mochilasbotinerosbolsos/neceser-racing-club,Racing Club,Neceser Racing Club,unico,negro,adulto,accessories,baño,neceser,,55000.0,,,,,,,,Under Armour,TRUE,,2026-03-06 23:28:51,Premium ($50k-$100k),
https://locademia.racingclub.com.ar/tienda/accesorios/mochilasbotinerosbolsos/neceser-racing-club-la-academia,Racing Club,"Neceser Racing Club ""La Academia""",unico,azul marino,adulto,accessories,baño,neceser,,55000.0,,,,,,,,Under Armour,TRUE,,2026-03-06 23:28:55,Premium ($50k-$100k),
https://locademia.racingclub.com.ar/tienda/accesorios/mochilasbotinerosbolsos/organizador-azul-el-primer-grande,Racing Club,"Organizador Azul ""El Primer Grande""",unico,azul marino,adulto,accessories,mochilas & bolsos,organizador,,12600.0,,,,,,,,Under Armour,TRUE,,2026-03-06 23:28:58,Mid ($10k-$50k),
https://locademia.racingclub.com.ar/tienda/accesorios/mochilasbotinerosbolsos/rinonera-azul-escudo,Racing Club,Riñonera Azul Escudo,unico,azul marino,adulto,accessories,mochilas & bolsos,,,,,,,,,,,,,,,,
https://locademia.racingclub.com.ar/tienda/accesorios/mochilasbotinerosbolsos/rinonera-deportiva,Racing Club,Riñonera Deportiva,unico,azul claro,adulto,accessories,mochilas & bolsos,riñonera,,6000.0,,,,,,,,Under Armour,TRUE,,2026-03-06 23:29:07,Budget (< $10k),
https://locademia.racingclub.com.ar/tienda/accesorios/pelotas/pelota-escudo-racing,Racing Club,Pelota Escudo Racing,unico,blanco,familia,accessories,pelota,,unisex,23000.0,,,,,,,,Under Armour,TRUE,,2026-03-06 23:30:09,Mid ($10k-$50k),
https://locademia.racingclub.com.ar/tienda/accesorios/stickerscalcomanias/calcomania-15,Racing Club,"Calcomania ""15""",unico,,familia,accessories,memorabilia,stickers,,2200.0,,,,,,,,Under Armour,TRUE,,2026-03-06 23:30:42,Budget (< $10k),
https://locademia.racingclub.com.ar/tienda/accesorios/stickerscalcomanias/calcomania-amargos-como-los-vecinos,Racing Club,"Calcomania ""Amargos Como Los Vecinos""",unico,,familia,accessories,memorabilia,stickers,,2200.0,,,,,,,,Under Armour,TRUE,,2026-03-06 23:30:45,Budget (< $10k),
https://locademia.racingclub.com.ar/tienda/accesorios/stickerscalcomanias/calcomania-arias-campeon-recopa,Racing Club,Calcomania Arias Campeon Recopa,unico,,familia,accessories,memorabilia,stickers,,2200.0,,,,,,,,Under Armour,TRUE,,2026-03-06 23:31:00,Budget (< $10k),
https://locademia.racingclub.com.ar/tienda/accesorios/stickerscalcomanias/calcomania-banderin,Racing Club,Calcomania Banderin,unico,,familia,accessories,memorabilia,stickers,,2200.0,,,,,,,,Under Armour,TRUE,,2026-03-06 23:31:03,Budget (< $10k),
https://locademia.racingclub.com.ar/tienda/accesorios/stickerscalcomanias/calcomania-bombo-escudo,Racing Club,Calcomania Bombo Escudo,unico,,familia,accessories,memorabilia,stickers,,2200.0,,,,,,,,Under Armour,TRUE,,2026-03-06 23:31:07,Budget (< $10k),
https://locademia.racingclub.com.ar/tienda/accesorios/stickerscalcomanias/calcomania-calles-colon-y-milito,Racing Club,"Calcomania Calles ""Colon Y Milito""",unico,,familia,accessories,memorabilia,stickers,,2200.0,,,,,,,,Under Armour,TRUE,,2026-03-06 23:31:13,Budget (< $10k),
https://locademia.racingclub.com.ar/tienda/accesorios/stickerscalcomanias/calcomania-camiseta-campeon-sudamericana,Racing Club,Calcomania Camiseta Campeon Sudamericana,unico,,familia,accessories,memorabilia,stickers,hombre,2200.0,,,,,,,,Under Armour,TRUE,,2026-03-06 23:31:17,Budget (< $10k),
https://locademia.racingclub.com.ar/tienda/accesorios/stickerscalcomanias/calcomania-camiseta-lisandro-2019,Racing Club,Calcomania Camiseta Lisandro 2019,unico,,familia,accessories,memorabilia,stickers,hombre,2200.0,,,,,,,,Under Armour,TRUE,,2026-03-06 23:31:20,Budget (< $10k),
https://locademia.racingclub.com.ar/tienda/accesorios/stickerscalcomanias/calcomania-camiseta-recopa,Racing Club,Calcomania Camiseta Recopa,unico,,familia,accessories,memorabilia,stickers,hombre,2200.0,,,,,,,,Under Armour,TRUE,,2026-03-06 23:31:24,Budget (< $10k),
https://locademia.racingclub.com.ar/tienda/accesorios/stickerscalcomanias/calcomania-camiseta-segunda-alternativa-2025,Racing Club,Calcomania Camiseta Segunda Alternativa 2025,unico,,familia,accessories,memorabilia,stickers,hombre,2200.0,,,,,,,,Under Armour,TRUE,,2026-03-06 23:31:27,Budget (< $10k),
https://locademia.racingclub.com.ar/tienda/accesorios/stickerscalcomanias/calcomania-campeon-copa-sudamericana,Racing Club,Calcomania Campeon Copa Sudamericana,unico,,familia,accessories,memorabilia,stickers,,2950.0,,,,,,,,Under Armour,TRUE,,2026-03-06 23:31:33,Budget (< $10k),
https://locademia.racingclub.com.ar/tienda/accesorios/stickerscalcomanias/calcomania-campeon-copa-sudamericana-grande,Racing Club,Calcomania Campeon Copa Sudamericana Grande,unico,,familia,accessories,memorabilia,stickers,,3650.0,,,,,,,,Under Armour,TRUE,,2026-03-06 23:31:37,Budget (< $10k),
https://locademia.racingclub.com.ar/tienda/accesorios/stickerscalcomanias/calcomania-carta-milito,Racing Club,Calcomania Carta Milito,unico,,familia,accessories,memorabilia,stickers,,2200.0,,,,,,,,Under Armour,TRUE,,2026-03-06 23:31:41,Budget (< $10k),
https://locademia.racingclub.com.ar/tienda/accesorios/stickerscalcomanias/calcomania-chelo-diaz,Racing Club,Calcomania Chelo Diaz,unico,,familia,accessories,memorabilia,stickers,,2200.0,,,,,,,,Under Armour,TRUE,,2026-03-06 23:31:44,Budget (< $10k),
https://locademia.racingclub.com.ar/tienda/accesorios/stickerscalcomanias/calcomania-cilindro-cromado,Racing Club,Calcomania Cilindro Cromado,unico,azul oscuro,familia,accessories,memorabilia,stickers,,3200.0,,,,,,,,Under Armour,TRUE,,2026-03-06 23:31:48,Budget (< $10k),
https://locademia.racingclub.com.ar/tienda/accesorios/stickerscalcomanias/calcomania-copa-sudamericana,Racing Club,Calcomania Copa Sudamericana,unico,,familia,accessories,memorabilia,stickers,,2200.0,,,,,,,,Under Armour,TRUE,,2026-03-06 23:31:52,Budget (< $10k),
https://locademia.racingclub.com.ar/tienda/accesorios/stickerscalcomanias/calcomania-costas-campeon-recopa,Racing Club,Calcomania Costas Campeon Recopa,unico,,familia,accessories,memorabilia,stickers,,2200.0,,,,,,,,Under Armour,TRUE,,2026-03-06 23:31:55,Budget (< $10k),
https://locademia.racingclub.com.ar/tienda/accesorios/stickerscalcomanias/calcomania-diego-milito,Racing Club,Calcomania Diego Milito,unico,,familia,accessories,memorabilia,stickers,,2200.0,,,,,,,,Under Armour,TRUE,,2026-03-06 23:31:58,Budget (< $10k),
https://locademia.racingclub.com.ar/tienda/accesorios/stickerscalcomanias/calcomania-escudo-1920-cromado,Racing Club,Calcomania  Escudo 1920 Cromado,unico,azul oscuro,familia,accessories,memorabilia,stickers,,3500.0,,,,,,,,Under Armour,TRUE,,2026-03-06 23:30:38,Budget (< $10k),
https://locademia.racingclub.com.ar/tienda/accesorios/stickerscalcomanias/calcomania-escudo-alternativo,Racing Club,Calcomania Escudo Alternativo,unico,,familia,accessories,memorabilia,stickers,,2500.0,,,,,,,,Under Armour,TRUE,,2026-03-06 23:32:02,Budget (< $10k),
https://locademia.racingclub.com.ar/tienda/accesorios/stickerscalcomanias/calcomania-escudo-alternativo-grande,Racing Club,Calcomania Escudo Alternativo Grande,unico,,familia,accessories,memorabilia,stickers,,3500.0,,,,,,,,Under Armour,TRUE,,2026-03-06 23:32:06,Budget (< $10k),
https://locademia.racingclub.com.ar/tienda/accesorios/stickerscalcomanias/calcomania-escudo-intercontinental,Racing Club,Calcomania Escudo Intercontinental,unico,,familia,accessories,memorabilia,stickers,,2200.0,,,,,,,,Under Armour,TRUE,,2026-03-06 23:32:09,Budget (< $10k),
https://locademia.racingclub.com.ar/tienda/accesorios/stickerscalcomanias/calcomania-escudo-retro,Racing Club,Calcomania Escudo Retro,unico,,familia,accessories,memorabilia,stickers,,2500.0,,,,,,,,Under Armour,TRUE,,2026-03-06 23:32:14,Budget (< $10k),
https://locademia.racingclub.com.ar/tienda/accesorios/stickerscalcomanias/calcomania-escudo-vintage-cromado,Racing Club,Calcomania Escudo Vintage Cromado,unico,,familia,accessories,memorabilia,stickers,,2200.0,,,,,,,,Under Armour,TRUE,,2026-03-06 23:32:17,Budget (< $10k),
https://locademia.racingclub.com.ar/tienda/accesorios/stickerscalcomanias/calcomania-la-academia-grande,Racing Club,"Calcomania ""La Academia"" Grande",unico,,familia,accessories,memorabilia,stickers,,3500.0,,,,,,,,Under Armour,TRUE,,2026-03-06 23:30:49,Budget (< $10k),
https://locademia.racingclub.com.ar/tienda/accesorios/stickerscalcomanias/calcomania-lisandro,Racing Club,Calcomania Lisandro,unico,,familia,accessories,memorabilia,stickers,,2200.0,,,,,,,,Under Armour,TRUE,,2026-03-06 23:32:21,Budget (< $10k),
https://locademia.racingclub.com.ar/tienda/accesorios/stickerscalcomanias/calcomania-lisandro-festejo-corner,Racing Club,Calcomania Lisandro Festejo Corner,unico,,familia,accessories,memorabilia,stickers,,2200.0,,,,,,,,Under Armour,TRUE,,2026-03-06 23:32:24,Budget (< $10k),
https://locademia.racingclub.com.ar/tienda/accesorios/stickerscalcomanias/calcomania-maravilla,Racing Club,Calcomania Maravilla,unico,,familia,accessories,memorabilia,stickers,,2200.0,,,,,,,,Under Armour,TRUE,,2026-03-06 23:32:28,Budget (< $10k),
https://locademia.racingclub.com.ar/tienda/accesorios/stickerscalcomanias/calcomania-milito-beso-escudo,Racing Club,Calcomania Milito Beso Escudo,unico,,familia,accessories,memorabilia,stickers,,2200.0,,,,,,,,Under Armour,TRUE,,2026-03-06 23:32:31,Budget (< $10k),
